onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	2	1	3.02	2.98	6	12	18.02	2.04	20.12	1.37	1	1	0	6	7	Imagine that you will see your favorite band in concert
36.56	33.5	2	2	36.56	2.43	39.02	12	51.04	3.44	54.54	1.65	1	1	1	6	6	Imagine that you will buy a car
70.11	33.5	2	3	70.11	1.89	72.02	12	84.03	2.29	86.39	1.4	0	0	1	2	5	Imagine that you will file for bankruptcy
103.66	33.5	2	4	103.66	1.34	105.01	12	117.03	2.69	119.78	1.94	1	0	1	2	6	Imagine that there will be an infestation of bugs in your home
137.21	33.5	2	5	137.21	0.79	138.01	12	150.03	3.72	153.82	4.12	1	0	1	3	5	Imagine that you will encounter a crawling insect in your bedroom
170.76	33.5	2	6	170.76	0.24	171.01	12	183.03	4.72	187.82	1.55	0	0	1	2	5	Imagine that you will get blamed for a hazardous accident
204.31	33.5	2	7	204.31	2.69	207.01	12	219.03	2.09	221.18	2.44	0	0	0	2	6	Imagine that you will be diagnosed with a rare disease
237.86	33.5	2	8	237.86	2.14	240.01	12	252.03	6.38	258.47	3.86	1	1	0	7	5	Imagine that you will go on a romantic getaway with your significant other
271.4	33.5	2	9	271.4	1.59	273.01	12	285.02	3.55	288.65	1.97	0	1	0	5	2	Imagine that you will get good medical coverage at work
304.95	33.5	2	10	304.95	1.04	306	12	318.02	2.8	320.89	1.6	0	1	1	5	3	Imagine that you will achieve a strong sense of self-worth
338.5	33.5	2	11	338.5	0.49	339	12	351.02	2.59	353.67	2.47	1	0	0	6	6	Imagine that there will be a natural disaster where you live
372.05	33.5	2	12	372.05	2.95	375	12	387.02	6.11	393.2	1.13	0	1	1	6	5	Imagine that you will fulfill a promise to your friend
405.6	33.5	2	13	405.6	2.4	408	12	420.02	2.59	422.67	2.77	0	0	0	3	6	Imagine that you will catch one of your good friends stealing
439.15	33.5	2	14	439.15	1.85	441	12	453.02	2.15	455.24	1.47	0	1	0	6	6	Imagine that you will cultivate lasting friendships at work
472.69	33.5	2	15	472.69	1.3	474	12	486.01	1.53	487.62	1.82	1	0	0	2	6	Imagine that you will get food poisoning
506.24	33.5	2	16	506.24	0.75	506.99	12	519.01	7.09	526.17	4.71	1	1	1	7	4	Imagine that you will find your dream job that pays well with good hours
