onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	3	1	3.02	2.98	6.01	12	18.03	1.65	19.74	3.16	1	0	1	3	6	Imagine that you will get stuck at a friend's house with screaming kids
36.57	33.5	3	2	36.57	2.43	39.01	12	51.02	2.1	53.19	1.62	1	1	1	6	6	Imagine that you will start exercising regularly to promote health and vitality
70.12	33.5	3	3	70.12	1.88	72	12	84.02	3.32	87.41	1.45	1	1	0	6	6	Imagine that you will successfully complete a difficult project you've been working on
103.67	33.5	3	4	103.67	1.33	105	12	117.02	1.57	118.65	0.97	0	0	0	3	5	Imagine that you will have an argument with your parents
137.21	33.5	3	5	137.21	0.78	138.02	12	150.03	1.69	151.79	1.08	0	0	1	2	6	Imagine that you will put others in jeopardy because of your carelessness
170.76	33.5	3	6	170.76	0.24	171.01	12	183.03	2.9	186	2.05	1	0	0	2	5	Imagine that your car will break down when you're already running late
204.31	33.5	3	7	204.31	2.68	207	12	219.02	1.54	220.62	4.41	0	1	0	5	2	Imagine that you will learn a lot about the world around you
237.86	33.5	3	8	237.86	2.14	240.01	12	252.03	3.61	255.7	1.67	0	0	0	2	5	Imagine that you will not be able to realize your full potential at work
271.41	33.5	3	9	271.41	1.59	273.01	12	285.03	1.9	287	1.82	0	0	1	2	4	Imagine that your place of employment will go out of business, and you have to find a new job
304.96	33.5	3	10	304.96	1.04	306.01	12	318.03	5.19	323.28	1.9	0	1	0	6	6	Imagine that you will make new friends
338.51	33.5	3	11	338.51	0.49	339.01	12	351.02	2.69	353.78	1.95	1	1	1	6	6	Imagine that you will make dinner for a potluck and everyone loves it
372.05	33.5	3	12	372.05	2.51	374.58	12	386.59	1.82	388.48	0.94	1	0	1	2	6	Imagine that you will lose your current home to a fire
405.6	33.5	3	13	405.6	2.39	408.01	12	420.02	1.67	421.76	0.92	0	1	1	6	6	Imagine that you will get your research published in a journal
439.15	33.5	3	14	439.15	1.84	441	12	453.02	1.52	454.61	1.24	1	0	0	2	5	Imagine that you will get locked out of your house
472.7	33.5	3	15	472.7	1.29	474	12	486.02	4.36	490.44	0.92	0	1	1	6	5	Imagine that you will win an award
506.25	33.5	3	16	506.25	0.74	507	12	519.02	1.07	520.15	0.5	1	1	0	6	6	Imagine that you will win the lottery
