onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	2	1	3.02	2.98	6.01	12	18.03	1.43	19.53	3.79	0	0	1	1	4	Imagine that you will be diagnosed with a rare disease
36.57	33.5	2	2	36.57	2.43	39.01	12	51.03	2.6	53.7	4.69	1	1	1	1	6	Imagine that you will go on a romantic getaway with your significant other
70.12	33.5	2	3	70.12	1.88	72.01	12	84.02	2.4	86.49	3.52	0	0	0	1	6	Imagine that you will file for bankruptcy
103.67	33.5	2	4	103.67	1.33	105	12	117.02	2.3	119.39	3.16	0	1	0	7	6	Imagine that you will fulfill a promise to your friend
137.22	33.5	2	5	137.22	0.78	138	12	150.02	7.09	157.18	4.51	0	1	1	7	6	Imagine that you will cultivate lasting friendships at work
170.77	33.5	2	6	170.77	0.23	171.02	12	183.03	7.09	190.19	6.41	1	0	1	1	2	Imagine that there will be a natural disaster where you live
204.31	33.5	2	7	204.31	2.68	207	12	219.02	5.89	224.98	3.42	0	0	0	1	5	Imagine that you will get blamed for a hazardous accident
237.86	33.5	2	8	237.86	2.13	240	12	252.02	2.37	254.45	3.22	1	1	1	5	4	Imagine that you will see your favorite band in concert
271.41	33.5	2	9	271.41	1.58	273.01	12	285.03	6.74	291.84	4.12	0	1	1	7	6	Imagine that you will get good medical coverage at work
304.96	33.5	2	10	304.96	1.03	306.01	12	318.03	2.69	320.78	2.77	1	0	1	1	6	Imagine that you will get food poisoning
338.51	33.5	2	11	338.51	0.49	339.01	12	351.03	3.24	354.33	3.96	1	0	0	1	7	Imagine that there will be an infestation of bugs in your home
372.06	33.5	2	12	372.06	2.94	375.01	12	387.03	7.09	394.19	2.57	1	1	0	7	7	Imagine that you will buy a car
405.61	33.5	2	13	405.61	2.39	408.01	12	420.03	7.09	427.19	4.62	0	0	1	1	7	Imagine that you will catch one of your good friends stealing
439.15	33.5	2	14	439.15	1.84	441.01	12	453.02	7.06	460.15	3.04	1	0	0	1	6	Imagine that you will encounter a crawling insect in your bedroom
472.7	33.5	2	15	472.7	1.29	474	12	486.02	2.3	488.39	6.43	1	1	0	7	7	Imagine that you will find your dream job that pays well with good hours
506.25	33.5	2	16	506.25	0.74	507	12	519.02	7.08	526.16	7.09	0	1	0	3	4	Imagine that you will achieve a strong sense of self-worth
