onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	1	1	3.02	2.98	6.01	12	18.03	6.71	24.8	3.5	0	1	0	6	7	Imagine that you will make new friends
36.57	33.5	1	2	36.57	2.43	39.01	12	51.03	4.27	55.37	4.91	1	1	1	7	5	Imagine that you will make dinner for a potluck and everyone loves it
70.12	33.5	1	3	70.12	1.88	72.01	12	84.02	5.42	89.52	3.74	1	1	0	7	4	Imagine that you will win the lottery
103.67	33.5	1	4	103.67	1.33	105.01	12	117.02	3.89	120.98	3.07	0	1	0	7	5	Imagine that you will learn a lot about the world around you
137.22	33.5	1	5	137.22	0.78	138	12	150.02	3.27	153.36	6.28	1	0	1	1	5	Imagine that you will get stuck at a friend's house with screaming kids
170.77	33.5	1	6	170.77	0.23	171	12	183.02	4.61	187.69	2.37	1	0	1	1	5	Imagine that you will lose your current home to a fire
204.32	33.5	1	7	204.32	2.68	207	12	219.02	5.06	224.14	1.82	1	1	1	7	7	Imagine that you will start exercising regularly to promote health and vitality
237.86	33.5	1	8	237.86	2.13	240	12	252.02	7.09	259.18	0.53	0	0	0	4	6	Imagine that you will not be able to realize your full potential at work
271.41	33.5	1	9	271.41	1.58	273	12	285.02	7.09	292.18	2.35	1	0	0	6	5	Imagine that your car will break down when you're already running late
304.96	33.5	1	10	304.96	1.03	306.01	12	318.03	5.84	323.94	2.29	0	0	0	2	6	Imagine that you will have an argument with your parents
338.51	33.5	1	11	338.51	0.48	339.01	12	351.03	3.32	354.42	4.36	0	0	1	1	5	Imagine that your place of employment will go out of business, and you have to find a new job
372.06	33.5	1	12	372.06	2.94	375.01	12	387.03	3.27	390.37	4.92	0	1	1	6	5	Imagine that you will get your research published in a journal
405.61	33.5	1	13	405.61	2.39	408.01	12	420.03	2.77	422.87	2.4	1	0	0	1	6	Imagine that you will get locked out of your house
439.16	33.5	1	14	439.16	1.84	441.01	12	453.03	7.09	460.19	3.55	0	1	1	6	5	Imagine that you will win an award
472.7	33.5	1	15	472.7	1.29	474	12	486.02	7.09	493.18	5.39	0	0	1	2	4	Imagine that you will put others in jeopardy because of your carelessness
506.25	33.5	1	16	506.25	0.74	507	12	519.02	4.54	523.63	4.01	1	1	0	7	6	Imagine that you will successfully complete a difficult project you've been working on
