onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.07	33.5	3	1	3.07	2.93	6.03	12	18.07	1.89	20.04	1.9	0	0	0	1	5	Imagine that you will put others in jeopardy because of your carelessness
36.62	33.5	3	2	36.62	2.38	39.02	12	51.06	1.45	52.59	1.52	1	0	0	2	5	Imagine that you will get stuck at a friend's house with screaming kids
70.16	33.5	3	3	70.16	1.84	72.01	12	84.03	1.88	86	2.05	0	1	0	7	6	Imagine that you will get your research published in a journal
103.7	33.5	3	4	103.7	1.3	105.02	12	117.04	1.6	118.73	1.69	0	1	0	6	6	Imagine that you will win an award
137.24	33.5	3	5	137.24	0.75	138.01	12	150.03	2.84	152.95	1.95	0	0	1	1	6	Imagine that you will not be able to realize your full potential at work
170.78	33.5	3	6	170.78	0.21	171.02	12	183.04	1.2	184.33	1.2	1	1	0	7	7	Imagine that you will start exercising regularly to promote health and vitality
204.33	33.5	3	7	204.33	2.67	207.01	12	219.04	0.8	219.92	1.38	1	0	1	2	5	Imagine that you will get locked out of your house
237.87	33.5	3	8	237.87	2.12	240.02	12	252.04	2.74	254.86	1.02	1	1	1	7	7	Imagine that you will successfully complete a difficult project you've been working on
271.41	33.5	3	9	271.41	1.58	273.01	12	285.04	1.38	286.5	2.37	1	0	1	1	6	Imagine that your car will break down when you're already running late
305	33.5	3	10	305	0.99	306	12	318.03	2	320.11	0.97	1	1	0	7	7	Imagine that you will make dinner for a potluck and everyone loves it
338.54	33.5	3	11	338.54	0.44	339.01	12	351.04	2.55	353.67	5.64	1	1	1	6	6	Imagine that you will win the lottery
372.08	33.5	3	12	372.08	2.9	375	12	387.03	1.72	388.83	1.12	0	1	1	7	7	Imagine that you will make new friends
405.63	33.5	3	13	405.63	2.36	408.01	12	420.04	2.18	422.31	1.92	0	0	0	1	6	Imagine that your place of employment will go out of business, and you have to find a new job
439.17	33.5	3	14	439.17	1.82	441	12	453.03	1.17	454.28	1.08	1	0	0	1	6	Imagine that you will lose your current home to a fire
472.71	33.5	3	15	472.71	1.27	473.99	12	486.02	2	488.11	1.63	0	0	1	2	6	Imagine that you will have an argument with your parents
506.25	33.5	3	16	506.25	0.73	507	12	519.03	1.13	520.25	1.47	0	1	1	6	5	Imagine that you will learn a lot about the world around you
