onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	1	1	3.02	2.98	6.01	12	18.03	2.49	20.6	2.24	0	1	0	6	5	Imagine that you will cultivate lasting friendships at work
36.57	33.5	1	2	36.57	2.42	39.01	12	51.03	3.92	55.02	2.89	1	1	0	5	4	Imagine that you will see your favorite band in concert
70.12	33.5	1	3	70.12	1.88	72.01	12	84.02	3.22	87.31	2.05	1	1	0	7	7	Imagine that you will go on a romantic getaway with your significant other
103.67	33.5	1	4	103.67	1.33	105	12	117.02	3.22	120.31	5.41	1	1	1	5	5	Imagine that you will find your dream job that pays well with good hours
137.22	33.5	1	5	137.22	0.78	138	12	150.02	3.72	153.81	2.64	0	1	1	5	3	Imagine that you will fulfill a promise to your friend
170.77	33.5	1	6	170.77	0.23	171	12	183.02	3.97	187.06	2.8	0	0	0	3	3	Imagine that you will catch one of your good friends stealing
204.32	33.5	1	7	204.32	2.68	207	12	219.02	5.17	224.26	2.74	0	0	0	2	3	Imagine that you will be diagnosed with a rare disease
237.86	33.5	1	8	237.86	2.13	240	12	252.02	2.55	254.64	3.56	0	1	0	4	4	Imagine that you will get good medical coverage at work
271.41	33.5	1	9	271.41	1.58	273	12	285.02	2.72	287.8	3.45	1	0	0	1	6	Imagine that there will be a natural disaster where you live
304.96	33.5	1	10	304.96	1.03	306.01	12	318.03	6.11	324.21	1.84	1	0	1	3	3	Imagine that there will be an infestation of bugs in your home
338.51	33.5	1	11	338.51	0.48	339.01	12	351.03	4.16	355.25	2.67	0	0	1	2	5	Imagine that you will get blamed for a hazardous accident
372.06	33.5	1	12	372.06	2.94	375	12	387.01	3.86	390.94	1.54	1	0	0	3	4	Imagine that you will get food poisoning
405.61	33.5	1	13	405.61	2.38	408.01	12	420.03	3.24	423.33	3.77	0	1	1	5	5	Imagine that you will achieve a strong sense of self-worth
439.16	33.5	1	14	439.16	1.84	441.01	12	453.03	5.29	458.38	2.82	1	0	1	4	3	Imagine that you will encounter a crawling insect in your bedroom
472.7	33.5	1	15	472.7	1.29	474	12	486.02	6.48	492.57	3.4	0	0	1	3	2	Imagine that you will file for bankruptcy
506.25	33.5	1	16	506.25	0.74	507	12	519.02	2.67	521.76	2.05	1	1	1	6	6	Imagine that you will buy a car
