onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	2	1	3.02	2.98	6.01	12	18.02	3.87	21.96	3.85	0	1	0	5	5	Imagine that you will win an award
36.57	33.5	2	2	36.57	2.43	39.01	12	51.02	3.76	54.84	5.93	0	1	1	5	4	Imagine that you will make new friends
70.12	33.5	2	3	70.12	1.88	72	12	84.02	5.94	90.03	2.8	1	0	0	2	5	Imagine that you will lose your current home to a fire
103.66	33.5	2	4	103.66	1.33	105.02	12	117.03	5.66	122.76	3.47	0	1	1	4	1	Imagine that you will learn a lot about the world around you
137.21	33.5	2	5	137.21	0.78	138.02	12	150.03	6.99	157.09	6.49	0	0	1	2	4	Imagine that you will not be able to realize your full potential at work
170.76	33.5	2	6	170.76	0.24	171.01	12	183.03	4.39	187.49	6.18	1	0	1	3	5	Imagine that you will get locked out of your house
204.31	33.5	2	7	204.31	2.69	207.02	12	219.03	7.09	226.19	7.09	0	0	0	3	4	Imagine that your place of employment will go out of business, and you have to find a new job
237.86	33.5	2	8	237.86	2.14	240.01	12	252.03	3.92	256.02	2.69	1	0	1	2	6	Imagine that your car will break down when you're already running late
271.41	33.5	2	9	271.41	1.59	273.01	12	285.03	3.25	288.35	6.53	1	1	0	5	5	Imagine that you will make dinner for a potluck and everyone loves it
304.96	33.5	2	10	304.96	1.04	306.01	12	318.03	6.86	324.95	5.46	1	1	1	5	4	Imagine that you will successfully complete a difficult project you've been working on
338.51	33.5	2	11	338.51	0.49	339.01	12	351.02	2.82	353.91	2.05	0	0	1	2	6	Imagine that you will have an argument with your parents
372.05	33.5	2	12	372.05	2.94	375.01	12	387.03	5.16	392.25	5.11	1	0	0	3	7	Imagine that you will get stuck at a friend's house with screaming kids
405.6	33.5	2	13	405.6	2.39	408.01	12	420.02	6.21	426.3	5.22	0	1	0	5	3	Imagine that you will get your research published in a journal
439.15	33.5	2	14	439.15	1.84	441	12	453.02	1.8	454.89	6.38	1	1	1	6	5	Imagine that you will win the lottery
472.7	33.5	2	15	472.7	1.29	474	12	486.02	4.66	490.74	3.2	1	1	0	4	5	Imagine that you will start exercising regularly to promote health and vitality
506.25	33.5	2	16	506.25	0.75	507	12	519.02	7.09	526.18	5.09	0	0	0	2	3	Imagine that you will put others in jeopardy because of your carelessness
