onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.05	33.5	2	1	3.05	2.95	6.01	12	18.04	2.08	20.13	5.05	1	0	0	3	2	Imagine that you will get stuck at a friend's house with screaming kids
36.61	33.5	2	2	36.61	2.39	39.01	12	51.05	3.9	54.95	1.89	0	1	1	6	5	Imagine that you will learn a lot about the world around you
70.15	33.5	2	3	70.15	1.85	72	12	84.04	2.75	86.8	2.05	1	1	0	6	7	Imagine that you will start exercising regularly to promote health and vitality
103.69	33.5	2	4	103.69	1.31	105.01	12	117.04	4	121.04	1.97	1	0	1	2	5	Imagine that your car will break down when you're already running late
137.24	33.5	2	5	137.24	0.77	138.02	12	150.06	4.55	154.62	1.47	1	1	1	7	6	Imagine that you will successfully complete a difficult project you've been working on
170.78	33.5	2	6	170.78	0.22	171.01	12	183.04	1.93	184.97	2.02	0	1	1	6	2	Imagine that you will make new friends
204.32	33.5	2	7	204.32	2.68	207.01	12	219.05	1.74	220.78	1.32	0	0	0	1	7	Imagine that your place of employment will go out of business, and you have to find a new job
237.86	33.5	2	8	237.86	2.14	240.02	12	252.06	3.52	255.58	1.9	1	0	1	3	7	Imagine that you will get locked out of your house
271.41	33.5	2	9	271.41	1.59	273.01	12	285.05	2.17	287.22	0.9	1	1	0	5	6	Imagine that you will make dinner for a potluck and everyone loves it
304.95	33.5	2	10	304.95	1.05	306	12	318.03	2.2	320.23	1.32	0	1	0	7	6	Imagine that you will get your research published in a journal
338.49	33.5	2	11	338.49	0.5	339.01	12	351.05	6.52	357.58	3.57	0	0	1	1	6	Imagine that you will have an argument with your parents
372.04	33.5	2	12	372.04	2.96	375.01	12	387.05	4.47	391.52	2.2	1	1	1	7	5	Imagine that you will win the lottery
405.58	33.5	2	13	405.58	2.42	408	12	420.04	1.53	421.58	2.34	0	0	1	2	2	Imagine that you will not be able to realize your full potential at work
439.12	33.5	2	14	439.12	1.87	441.01	12	453.05	1.85	454.9	2.22	0	1	0	6	6	Imagine that you will win an award
472.67	33.5	2	15	472.67	1.33	474	12	486.04	1.93	487.98	1.49	0	0	0	2	1	Imagine that you will put others in jeopardy because of your carelessness
506.21	33.5	2	16	506.21	0.78	507.01	12	519.04	2.17	521.2	1.6	1	0	0	1	7	Imagine that you will lose your current home to a fire
