onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.06	33.5	4	1	3.06	2.94	6.02	12	18.06	3.54	21.68	1.35	0	0	0	1	3	Imagine that your place of employment will go out of business, and you have to find a new job
36.61	33.5	4	2	36.61	2.39	39.02	12	51.05	1.52	52.65	3.55	1	1	1	6	4	Imagine that you will successfully complete a difficult project you've been working on
70.15	33.5	4	3	70.15	1.85	72.02	12	84.04	1.57	85.69	1.47	0	1	0	7	7	Imagine that you will win an award
103.69	33.5	4	4	103.69	1.31	105.01	12	117.03	2.45	119.57	1.5	0	1	1	6	2	Imagine that you will make new friends
137.23	33.5	4	5	137.23	0.76	138.02	12	150.04	2.95	153.08	2.52	0	0	1	1	5	Imagine that you will not be able to realize your full potential at work
170.77	33.5	4	6	170.77	0.22	171.01	12	183.05	5.07	188.2	2.98	1	0	1	2	5	Imagine that you will get locked out of your house
204.32	33.5	4	7	204.32	2.68	207.02	12	219.04	2.57	221.69	1.85	0	0	1	2	5	Imagine that you will have an argument with your parents
237.86	33.5	4	8	237.86	2.14	240.01	12	252.03	3.47	255.59	1.68	0	1	0	7	3	Imagine that you will get your research published in a journal
271.4	33.5	4	9	271.4	1.59	273.02	12	285.04	5.7	290.83	2.38	1	1	1	6	5	Imagine that you will win the lottery
304.94	33.5	4	10	304.94	1.05	306.01	12	318.03	3.82	321.94	1.7	0	0	0	1	3	Imagine that you will put others in jeopardy because of your carelessness
338.48	33.5	4	11	338.48	0.51	339.02	12	351.04	2.37	353.49	3.75	1	0	1	2	4	Imagine that your car will break down when you're already running late
372.02	33.5	4	12	372.02	2.96	375.01	12	387.03	5.77	392.89	3.3	1	0	0	2	2	Imagine that you will lose your current home to a fire
405.57	33.5	4	13	405.57	2.42	408	12	420.03	2.57	422.68	2.17	1	1	0	6	5	Imagine that you will make dinner for a potluck and everyone loves it
439.11	33.5	4	14	439.11	1.88	441.01	12	453.03	3.39	456.5	3.49	1	1	0	7	5	Imagine that you will start exercising regularly to promote health and vitality
472.65	33.5	4	15	472.65	1.33	474	12	486.03	6.49	492.6	1.99	1	0	0	4	3	Imagine that you will get stuck at a friend's house with screaming kids
506.19	33.5	4	16	506.19	0.79	507.01	12	519.04	2.05	521.17	2.4	0	1	1	5	5	Imagine that you will learn a lot about the world around you
