onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.08	33.5	3	1	3.08	2.92	6.01	12	18.05	2.23	20.37	1.88	0	1	1	7	5	Imagine that you will fulfill a promise to your friend
36.62	33.5	3	2	36.62	2.38	39.02	12	51.05	2.32	53.45	3.22	0	0	0	1	5	Imagine that you will catch one of your good friends stealing
70.16	33.5	3	3	70.16	1.84	72.01	12	84.04	4.4	88.52	2.84	0	1	0	5	3	Imagine that you will get good medical coverage at work
103.7	33.5	3	4	103.7	1.3	105.02	12	117.06	3.8	120.95	2.95	0	0	1	1	3	Imagine that you will file for bankruptcy
137.24	33.5	3	5	137.24	0.75	138.01	12	150.04	2.35	152.47	2.42	1	1	0	5	5	Imagine that you will see your favorite band in concert
170.79	33.5	3	6	170.79	0.21	171.02	12	183.04	3.64	186.76	2.83	0	1	1	7	2	Imagine that you will achieve a strong sense of self-worth
204.33	33.5	3	7	204.33	2.67	207.01	12	219.04	4.57	223.69	1.62	0	1	0	6	3	Imagine that you will cultivate lasting friendships at work
237.87	33.5	3	8	237.87	2.12	240	12	252.03	7.1	259.22	2.32	1	0	1	1	4	Imagine that there will be an infestation of bugs in your home
271.41	33.5	3	9	271.41	1.58	273.01	12	285.04	2.28	287.41	1.49	0	0	1	1	4	Imagine that you will get blamed for a hazardous accident
304.95	33.5	3	10	304.95	1.04	306	12	318.03	3.02	321.13	2.7	1	0	0	2	5	Imagine that there will be a natural disaster where you live
338.5	33.5	3	11	338.5	0.49	339.01	12	351.04	5.22	356.34	2.62	0	0	0	2	5	Imagine that you will be diagnosed with a rare disease
372.04	33.5	3	12	372.04	2.95	375.01	12	387.03	1.32	388.43	1.32	1	0	1	2	5	Imagine that you will encounter a crawling insect in your bedroom
405.58	33.5	3	13	405.58	2.41	408	12	420.02	7.12	427.23	2.62	1	0	0	2	5	Imagine that you will get food poisoning
439.12	33.5	3	14	439.12	1.87	441.01	12	453.03	3.37	456.48	2.65	1	1	0	6	3	Imagine that you will go on a romantic getaway with your significant other
472.66	33.5	3	15	472.66	1.32	474	12	486.02	2.13	488.24	2.57	1	1	1	6	5	Imagine that you will buy a car
506.2	33.5	3	16	506.2	0.78	507.01	12	519.03	2.43	521.55	1.77	1	1	1	7	7	Imagine that you will find your dream job that pays well with good hours
