onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	4	1	3.02	2.98	6.01	12	18.03	2.52	20.62	1.3	0	0	0	3	5	Imagine that you will have an argument with your parents
36.57	33.5	4	2	36.57	2.43	39.01	12	51.03	2.3	53.4	1.62	0	1	1	6	5	Imagine that you will win an award
70.12	33.5	4	3	70.12	1.88	72.01	12	84.02	3.27	87.36	2.5	1	1	0	4	3	Imagine that you will successfully complete a difficult project you've been working on
103.67	33.5	4	4	103.67	1.33	105.01	12	117.02	2.87	119.96	1.85	0	0	1	2	6	Imagine that you will put others in jeopardy because of your carelessness
137.22	33.5	4	5	137.22	0.78	138	12	150.02	2.7	152.79	2.57	1	0	0	1	6	Imagine that your car will break down when you're already running late
170.77	33.5	4	6	170.77	0.23	171	12	183.02	2.17	185.25	2.24	1	0	0	2	6	Imagine that you will get locked out of your house
204.32	33.5	4	7	204.32	2.68	207	12	219.02	1.15	220.24	1.07	0	0	1	3	3	Imagine that your place of employment will go out of business, and you have to find a new job
237.86	33.5	4	8	237.86	2.13	240	12	252.02	1.92	254	2.07	1	0	1	2	6	Imagine that you will lose your current home to a fire
271.41	33.5	4	9	271.41	1.58	273	12	285.02	1.99	287.07	2	0	1	1	6	5	Imagine that you will get your research published in a journal
304.96	33.5	4	10	304.96	1.03	306.01	12	318.03	2.17	320.27	1.57	1	1	1	6	6	Imagine that you will make dinner for a potluck and everyone loves it
338.51	33.5	4	11	338.51	0.49	339.01	12	351.03	2.72	353.82	2.2	1	0	1	4	7	Imagine that you will get stuck at a friend's house with screaming kids
372.06	33.5	4	12	372.06	2.94	375	12	387.01	2.45	389.53	2.35	0	1	0	6	5	Imagine that you will learn a lot about the world around you
405.61	33.5	4	13	405.61	2.39	408.01	12	420.03	2.84	422.93	2.29	0	0	0	3	2	Imagine that you will not be able to realize your full potential at work
439.16	33.5	4	14	439.16	1.84	441.01	12	453.03	2.89	455.98	1.77	1	1	1	7	7	Imagine that you will start exercising regularly to promote health and vitality
472.7	33.5	4	15	472.7	1.29	474.01	12	486.02	3.22	489.31	2.65	0	1	0	6	6	Imagine that you will make new friends
506.25	33.5	4	16	506.25	0.74	507	12	519.02	2.02	521.11	1.77	1	1	0	7	6	Imagine that you will win the lottery
