onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.07	33.5	2	1	3.07	2.93	6.02	12	18.06	2.28	20.43	1.3	0	0	0	4	5	Imagine that you will have an argument with your parents
36.61	33.5	2	2	36.61	2.39	39.03	12	51.08	3.49	54.65	4.9	1	1	0	6	4	Imagine that you will successfully complete a difficult project you've been working on
70.15	33.5	2	3	70.15	1.85	72.02	12	84.04	1.37	85.49	3.79	0	1	1	6	6	Imagine that you will get your research published in a journal
103.69	33.5	2	4	103.69	1.31	105.01	12	117.03	4.39	121.5	2.77	1	0	0	3	2	Imagine that your car will break down when you're already running late
137.23	33.5	2	5	137.23	0.76	138.01	12	150.04	1.35	151.47	1.48	0	0	0	3	5	Imagine that you will not be able to realize your full potential at work
170.77	33.5	2	6	170.77	0.22	171	12	183.03	2.95	186.06	1.95	1	0	1	2	4	Imagine that you will lose your current home to a fire
204.31	33.5	2	7	204.31	2.68	207.01	12	219.04	2.55	221.67	3.67	0	0	1	2	5	Imagine that your place of employment will go out of business, and you have to find a new job
237.85	33.5	2	8	237.85	2.13	240	12	252.03	1.3	253.41	3.7	1	1	1	5	6	Imagine that you will make dinner for a potluck and everyone loves it
271.39	33.5	2	9	271.39	1.59	272.99	12	285.02	3.29	288.39	2.63	1	1	0	6	6	Imagine that you will win the lottery
305.16	33.5	2	10	305.16	0.81	306	12	318.02	3.9	322.01	3.37	0	0	1	3	5	Imagine that you will put others in jeopardy because of your carelessness
338.71	33.5	2	11	338.71	0.27	338.99	12	351.01	2.74	353.83	3.45	0	1	0	5	6	Imagine that you will make new friends
372.25	33.5	2	12	372.25	2.73	375	12	387.02	3.37	390.48	1.93	1	1	1	6	5	Imagine that you will start exercising regularly to promote health and vitality
405.79	33.5	2	13	405.79	2.19	407.99	12	420.01	2.37	422.47	2.47	1	0	1	3	6	Imagine that you will get stuck at a friend's house with screaming kids
439.33	33.5	2	14	439.33	1.64	441	12	453.02	2.27	455.37	3.05	0	1	0	5	2	Imagine that you will learn a lot about the world around you
472.87	33.5	2	15	472.87	1.1	473.99	12	486.01	2.59	488.68	1.4	0	1	1	6	5	Imagine that you will win an award
506.41	33.5	2	16	506.41	0.55	506.98	12	519	2.42	521.5	3.27	1	0	0	2	4	Imagine that you will get locked out of your house
