onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	2	1	3.02	2.98	6.01	12	18.02	3.34	21.43	1.89	1	0	0	3	3	Imagine that your car will break down when you're already running late
36.57	33.5	2	2	36.57	2.43	39	12	51.02	2.34	53.42	1.57	1	0	0	3	5	Imagine that you will get locked out of your house
70.12	33.5	2	3	70.12	1.89	72.02	12	84.04	3.66	87.76	1.9	0	1	0	4	2	Imagine that you will learn a lot about the world around you
103.66	33.5	2	4	103.66	1.34	105.02	12	117.03	2.99	120.09	1.62	1	0	1	5	5	Imagine that you will get stuck at a friend's house with screaming kids
137.21	33.5	2	5	137.21	0.79	138.01	12	150.03	4.99	155.09	2.52	0	1	0	5	5	Imagine that you will make new friends
170.76	33.5	2	6	170.76	0.24	171.01	12	183.03	3.71	186.8	1.68	0	1	1	5	5	Imagine that you will win an award
204.31	33.5	2	7	204.31	2.69	207.01	12	219.03	2.22	221.32	1.95	1	1	0	5	4	Imagine that you will successfully complete a difficult project you've been working on
237.86	33.5	2	8	237.86	2.14	240.01	12	252.03	2.67	254.77	2.29	1	0	1	2	3	Imagine that you will lose your current home to a fire
271.41	33.5	2	9	271.41	1.59	273.01	12	285.03	4.94	290.03	2.9	1	1	1	5	5	Imagine that you will make dinner for a potluck and everyone loves it
304.96	33.5	2	10	304.96	1.04	306.01	12	318.02	3.55	321.65	2.47	0	0	0	5	3	Imagine that you will not be able to realize your full potential at work
338.5	33.5	2	11	338.5	0.5	339	12	351.02	2.39	353.47	5.41	0	0	1	2	4	Imagine that you will put others in jeopardy because of your carelessness
372.05	33.5	2	12	372.05	2.89	374.96	12	386.97	2.9	389.94	3.49	0	0	0	3	3	Imagine that you will have an argument with your parents
405.6	33.5	2	13	405.6	2.39	408	12	420.02	3.19	423.28	2.69	0	1	1	6	5	Imagine that you will get your research published in a journal
439.15	33.5	2	14	439.15	1.84	441	12	453.02	2.19	455.27	6.14	1	1	1	5	3	Imagine that you will start exercising regularly to promote health and vitality
472.7	33.5	2	15	472.7	1.29	474	12	486.02	3.74	489.82	1.59	1	1	0	4	5	Imagine that you will win the lottery
506.25	33.5	2	16	506.25	0.75	507	12	519.02	7.09	526.18	7.09	0	0	1	4	4	Imagine that your place of employment will go out of business, and you have to find a new job
