onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.03	33.5	3	1	3.03	2.97	6.01	12	18.03	4.99	23.09	2.97	0	0	1	1	2	Imagine that you will get blamed for a hazardous accident
36.57	33.5	3	2	36.57	2.42	39.01	12	51.03	2.97	54.07	2.32	0	1	0	5	2	Imagine that you will get good medical coverage at work
70.12	33.5	3	3	70.12	1.88	72.01	12	84.03	2.37	86.46	1.59	1	0	1	1	7	Imagine that there will be an infestation of bugs in your home
103.67	33.5	3	4	103.67	1.33	105.01	12	117.03	3.7	120.8	2.2	1	1	0	7	7	Imagine that you will see your favorite band in concert
137.22	33.5	3	5	137.22	0.78	138.01	12	150.02	4.11	154.2	2.42	0	1	0	4	4	Imagine that you will cultivate lasting friendships at work
170.77	33.5	3	6	170.77	0.23	171	12	183.02	2.74	185.82	1.37	1	1	1	7	7	Imagine that you will buy a car
204.32	33.5	3	7	204.32	2.68	207.01	12	219.02	3.99	223.08	0.97	0	1	1	4	3	Imagine that you will achieve a strong sense of self-worth
237.87	33.5	3	8	237.87	2.13	240	12	252.02	3.22	255.31	1.62	1	1	0	7	7	Imagine that you will go on a romantic getaway with your significant other
271.42	33.5	3	9	271.42	1.58	273	12	285.02	3.52	288.61	1.2	1	1	1	4	5	Imagine that you will find your dream job that pays well with good hours
304.96	33.5	3	10	304.96	1.03	306	12	318.02	3.57	321.65	2.59	1	0	0	1	5	Imagine that there will be a natural disaster where you live
338.51	33.5	3	11	338.51	0.48	339.01	12	351.03	3.72	354.82	1.42	1	0	0	1	5	Imagine that you will get food poisoning
372.06	33.5	3	12	372.06	2.93	375	12	387.02	2.44	389.52	3.02	0	1	1	5	2	Imagine that you will fulfill a promise to your friend
405.61	33.5	3	13	405.61	2.39	408	12	420.01	4.17	424.25	2.07	1	0	1	1	7	Imagine that you will encounter a crawling insect in your bedroom
439.16	33.5	3	14	439.16	1.83	441.01	12	453.03	5.97	459.07	2.65	0	0	0	3	3	Imagine that you will catch one of your good friends stealing
472.71	33.5	3	15	472.71	1.29	474.01	12	486.03	4.21	490.3	3.22	0	0	0	1	4	Imagine that you will be diagnosed with a rare disease
506.26	33.5	3	16	506.26	0.74	507.01	12	519.02	3.91	523	1.53	0	0	1	1	3	Imagine that you will file for bankruptcy
