onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.01	33.5	4	1	3.01	2.99	6.01	12	18.03	3.69	21.79	3.41	1	1	0	6	6	Imagine that you will win the lottery
36.56	33.5	4	2	36.56	2.44	39.01	12	51.03	2.97	54.07	3.62	1	1	1	5	4	Imagine that you will start exercising regularly to promote health and vitality
70.11	33.5	4	3	70.11	1.89	72.01	12	84.03	2.7	86.8	3.96	0	0	0	2	3	Imagine that you will not be able to realize your full potential at work
103.65	33.5	4	4	103.65	1.34	105.01	12	117.02	3.25	120.34	4.54	0	1	1	6	3	Imagine that you will get your research published in a journal
137.2	33.5	4	5	137.2	0.79	138	12	150.02	6.36	156.45	5.97	1	1	0	5	3	Imagine that you will successfully complete a difficult project you've been working on
170.75	33.5	4	6	170.75	0.25	171	12	183.02	2.82	185.91	6.24	0	0	0	2	6	Imagine that you will have an argument with your parents
204.3	33.5	4	7	204.3	2.7	207	12	219.02	3.84	222.93	1.72	1	1	1	6	5	Imagine that you will make dinner for a potluck and everyone loves it
237.85	33.5	4	8	237.85	2.15	240	12	252.02	3.3	255.39	2.12	0	0	1	2	4	Imagine that you will put others in jeopardy because of your carelessness
271.4	33.5	4	9	271.4	1.6	273	12	285.02	4.52	289.61	6.56	0	0	1	2	3	Imagine that your place of employment will go out of business, and you have to find a new job
304.95	33.5	4	10	304.95	1.05	306	12	318.02	5.39	323.47	4.07	0	1	1	5	5	Imagine that you will win an award
338.49	33.5	4	11	338.49	0.5	339.01	12	351.03	4.89	355.99	1.85	0	1	0	4	2	Imagine that you will learn a lot about the world around you
372.04	33.5	4	12	372.04	2.95	375	12	387.02	4.84	391.92	5.61	0	1	0	5	5	Imagine that you will make new friends
405.59	33.5	4	13	405.59	2.4	408	12	420.01	2.8	422.88	7.09	1	0	1	2	6	Imagine that you will get stuck at a friend's house with screaming kids
439.14	33.5	4	14	439.14	1.85	441.01	12	453.03	1.97	455.06	1.69	1	0	0	2	5	Imagine that you will get locked out of your house
472.69	33.5	4	15	472.69	1.3	474.01	12	486.02	5.23	491.31	2.44	1	0	0	2	3	Imagine that your car will break down when you're already running late
506.24	33.5	4	16	506.24	0.75	507.01	12	519.02	5.14	524.23	3.22	1	0	1	2	4	Imagine that you will lose your current home to a fire
