onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.06	33.5	4	1	3.06	2.94	6.01	12	18.06	1.93	20.07	0.92	1	1	1	5	5	Imagine that you will make dinner for a potluck and everyone loves it
36.62	33.5	4	2	36.62	2.38	39.02	12	51.05	2.35	53.48	2.37	0	0	1	4	5	Imagine that your place of employment will go out of business, and you have to find a new job
70.16	33.5	4	3	70.16	1.84	72.03	12	84.07	1.37	85.52	1.33	0	1	1	7	5	Imagine that you will get your research published in a journal
103.7	33.5	4	4	103.7	1.29	105	12	117.03	2.25	119.36	2.9	1	0	0	4	7	Imagine that you will get locked out of your house
137.24	33.5	4	5	137.24	0.75	138.01	12	150.03	2.09	152.2	1.02	0	1	0	6	6	Imagine that you will learn a lot about the world around you
170.78	33.5	4	6	170.78	0.21	171	12	183.02	2.04	185.14	1.05	0	1	0	5	6	Imagine that you will make new friends
204.32	33.5	4	7	204.32	2.66	207.01	12	219.03	1.83	220.95	1.52	1	1	1	6	7	Imagine that you will start exercising regularly to promote health and vitality
237.86	33.5	4	8	237.86	2.12	240	12	252.02	1.65	253.76	1	1	0	1	4	1	Imagine that you will get stuck at a friend's house with screaming kids
271.4	33.5	4	9	271.4	1.58	273.01	12	285.03	1.62	286.73	1.47	1	0	0	2	1	Imagine that your car will break down when you're already running late
304.94	33.5	4	10	304.94	1.04	306	12	318.02	2.69	320.79	1.18	1	0	1	1	6	Imagine that you will lose your current home to a fire
338.49	33.5	4	11	338.49	0.49	339	12	351.03	2.38	353.5	1.3	0	0	0	2	6	Imagine that you will not be able to realize your full potential at work
372.03	33.5	4	12	372.03	2.95	374.99	12	387.02	2.24	389.34	1.27	0	0	1	1	2	Imagine that you will put others in jeopardy because of your carelessness
405.57	33.5	4	13	405.57	2.4	407.98	12	420.01	2.47	422.56	1.33	1	1	0	7	6	Imagine that you will win the lottery
439.11	33.5	4	14	439.11	1.86	440.99	12	453.02	2.2	455.3	1.18	1	1	0	7	7	Imagine that you will successfully complete a difficult project you've been working on
472.65	33.5	4	15	472.65	1.32	473.98	12	486.01	1.07	487.16	1.08	0	0	0	3	5	Imagine that you will have an argument with your parents
506.19	33.5	4	16	506.19	0.78	506.97	12	519	2.42	521.5	1.28	0	1	1	7	6	Imagine that you will win an award
