onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	4	1	3.02	2.98	6	12	18.02	2.1	20.19	1.45	1	0	0	3	6	Imagine that there will be a natural disaster where you live
36.56	33.5	4	2	36.56	2.44	39.02	12	51.04	1.53	52.64	0.78	1	0	0	3	6	Imagine that you will get food poisoning
70.11	33.5	4	3	70.11	1.89	72.02	12	84.03	2.17	86.27	1.92	1	1	0	6	6	Imagine that you will see your favorite band in concert
103.66	33.5	4	4	103.66	1.34	105.01	12	117.03	1.4	118.5	3.81	0	0	1	3	6	Imagine that you will get blamed for a hazardous accident
137.21	33.5	4	5	137.21	0.8	138.01	12	150.03	7.09	157.19	3.52	1	1	1	5	6	Imagine that you will buy a car
170.76	33.5	4	6	170.76	0.24	171.01	12	183.03	4.1	187.2	1.72	0	0	0	4	5	Imagine that you will catch one of your good friends stealing
204.31	33.5	4	7	204.31	2.69	207.01	12	219.03	5.94	225.04	1.32	1	0	1	3	5	Imagine that there will be an infestation of bugs in your home
237.86	33.5	4	8	237.86	2.15	240.01	12	252.03	1.92	254.01	1.44	0	1	0	5	6	Imagine that you will cultivate lasting friendships at work
271.4	33.5	4	9	271.4	1.6	273.01	12	285.02	2.79	287.88	2.96	0	1	1	4	6	Imagine that you will fulfill a promise to your friend
304.95	33.5	4	10	304.95	1.05	306	12	318.02	2.87	320.96	0.85	1	1	1	6	6	Imagine that you will find your dream job that pays well with good hours
338.5	33.5	4	11	338.5	0.5	339	12	351.02	3.95	355.04	0.9	0	1	0	5	6	Imagine that you will get good medical coverage at work
372.05	33.5	4	12	372.05	2.95	375	12	387.02	7.04	394.13	4.47	0	0	0	4	5	Imagine that you will be diagnosed with a rare disease
405.6	33.5	4	13	405.6	2.4	408	12	420.02	4.41	424.49	4.02	0	1	1	6	5	Imagine that you will achieve a strong sense of self-worth
439.15	33.5	4	14	439.15	1.85	441	12	453.02	5.12	458.21	1.5	1	1	0	6	5	Imagine that you will go on a romantic getaway with your significant other
472.7	33.5	4	15	472.7	1.3	474	12	486.01	5.44	491.52	4.62	0	0	1	4	6	Imagine that you will file for bankruptcy
506.24	33.5	4	16	506.24	0.75	506.99	12	519.01	4.46	523.54	1.53	1	0	1	4	6	Imagine that you will encounter a crawling insect in your bedroom
