onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.07	33.5	4	1	3.07	2.37	5.46	12	17.5	2.18	19.77	1.97	1	0	0	2	5	Imagine that you will get locked out of your house
36.61	33.5	4	2	36.61	2.39	39.03	12	51.07	1.92	53.08	1.1	1	1	1	3	5	Imagine that you will start exercising regularly to promote health and vitality
70.16	33.5	4	3	70.16	1.84	72.02	12	84.05	2.3	86.43	2.77	1	1	1	3	6	Imagine that you will make dinner for a potluck and everyone loves it
103.7	33.5	4	4	103.7	1.3	105.02	12	117.04	3.49	120.61	3.7	1	1	0	7	7	Imagine that you will win the lottery
137.24	33.5	4	5	137.24	0.76	138.01	12	150.03	2.67	152.78	2.09	0	1	0	6	4	Imagine that you will make new friends
170.78	33.5	4	6	170.78	0.21	171.01	12	183.04	2.09	185.21	1.87	1	0	1	1	6	Imagine that you will get stuck at a friend's house with screaming kids
204.32	33.5	4	7	204.32	2.67	207.01	12	219.03	3.05	222.17	1.28	0	1	1	7	6	Imagine that you will get your research published in a journal
237.86	33.5	4	8	237.86	1.87	239.75	12	251.78	2.2	254.06	2.67	1	0	1	4	5	Imagine that you will lose your current home to a fire
271.41	33.5	4	9	271.41	1.58	273.01	12	285.03	2.35	287.47	2.48	0	0	1	3	3	Imagine that you will put others in jeopardy because of your carelessness
304.95	33.5	4	10	304.95	1.04	306	12	318.03	5.09	323.2	3.39	0	0	0	3	4	Imagine that you will have an argument with your parents
338.49	33.5	4	11	338.49	0.5	339.01	12	351.03	7.14	358.26	2.25	1	1	0	6	5	Imagine that you will successfully complete a difficult project you've been working on
372.03	33.5	4	12	372.03	2.95	375	12	387.03	7.12	394.23	2.38	0	0	0	2	3	Imagine that you will not be able to realize your full potential at work
405.57	33.5	4	13	405.57	2.41	408.01	12	420.03	3.29	423.4	7.14	0	0	1	4	5	Imagine that your place of employment will go out of business, and you have to find a new job
439.12	33.5	4	14	439.12	1.87	441	12	453.03	7.12	460.23	1.35	0	1	0	6	5	Imagine that you will learn a lot about the world around you
472.66	33.5	4	15	472.66	1.33	474.01	12	486.03	7.12	493.24	5.49	1	0	0	2	4	Imagine that your car will break down when you're already running late
506.2	33.5	4	16	506.2	0.78	507	12	519.03	7.11	526.21	7.12	0	1	1	3	6	Imagine that you will win an award
