onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.01	33.5	2	1	3.01	2.99	6.02	12	18.04	2.59	20.69	1.69	1	1	1	5	5	Imagine that you will make dinner for a potluck and everyone loves it
36.56	33.5	2	2	36.56	2.44	39.02	12	51.03	1.79	52.89	1.9	1	1	0	6	6	Imagine that you will successfully complete a difficult project you've been working on
70.11	33.5	2	3	70.11	1.89	72.01	12	84.03	2.82	86.92	1.92	0	1	0	5	5	Imagine that you will learn a lot about the world around you
103.66	33.5	2	4	103.66	1.34	105.01	12	117.03	2.25	119.35	1.07	1	0	0	3	6	Imagine that your car will break down when you're already running late
137.21	33.5	2	5	137.21	0.79	138.01	12	150.03	1.59	151.68	1.45	1	0	1	2	5	Imagine that you will get stuck at a friend's house with screaming kids
170.76	33.5	2	6	170.76	0.24	171.01	12	183.03	3.17	186.26	1.45	0	0	0	3	3	Imagine that you will have an argument with your parents
204.3	33.5	2	7	204.3	2.69	207.01	12	219.03	3.9	223	2.42	0	0	1	4	3	Imagine that your place of employment will go out of business, and you have to find a new job
237.85	33.5	2	8	237.85	2.14	240.01	12	252.02	3.14	255.23	1.25	0	1	0	5	5	Imagine that you will make new friends
271.4	33.5	2	9	271.4	1.59	273.01	12	285.02	3.15	288.24	1.78	1	0	1	3	6	Imagine that you will lose your current home to a fire
304.95	33.5	2	10	304.95	1.04	306	12	318.02	2.87	320.96	3.19	0	0	1	3	5	Imagine that you will put others in jeopardy because of your carelessness
338.5	33.5	2	11	338.5	0.49	339	12	351.02	3.72	354.81	2.15	0	1	1	5	6	Imagine that you will get your research published in a journal
372.05	33.5	2	12	372.05	2.95	375	12	387.02	2.22	389.31	1	1	1	0	6	5	Imagine that you will win the lottery
405.6	33.5	2	13	405.6	2.4	408	12	420.02	2.54	422.62	1.47	0	1	1	4	3	Imagine that you will win an award
439.15	33.5	2	14	439.15	1.85	441	12	453.02	6.39	459.48	1.34	1	1	1	5	6	Imagine that you will start exercising regularly to promote health and vitality
472.69	33.5	2	15	472.69	1.3	474	12	486.01	7.09	493.17	6.04	1	0	0	3	4	Imagine that you will get locked out of your house
506.24	33.5	2	16	506.24	0.75	507.01	12	519.03	1.45	520.55	3.09	0	0	0	2	6	Imagine that you will not be able to realize your full potential at work
