onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	1	1	3.02	2.98	6.01	12	18.03	5.11	23.2	1.45	1	1	1	5	6	Imagine that you will go on a romantic getaway with your significant other
36.57	33.5	1	2	36.57	2.43	39.01	12	51.02	3.72	54.81	4.64	0	0	1	4	3	Imagine that you will be diagnosed with a rare disease
70.12	33.5	1	3	70.12	1.88	72.01	12	84.02	2.72	86.81	3.91	1	1	1	4	3	Imagine that you will see your favorite band in concert
103.67	33.5	1	4	103.67	1.33	105	12	117.02	6.49	123.58	7.09	0	1	1	4	2	Imagine that you will cultivate lasting friendships at work
137.22	33.5	1	5	137.22	0.78	138.02	12	150.03	3.62	153.72	2.25	1	0	1	3	5	Imagine that there will be a natural disaster where you live
170.76	33.5	1	6	170.76	0.23	171.02	12	183.03	2.7	185.8	2.19	0	0	0	2	6	Imagine that you will get blamed for a hazardous accident
204.31	33.5	1	7	204.31	2.68	207	12	219.02	3.66	222.74	1.69	1	0	0	4	6	Imagine that you will encounter a crawling insect in your bedroom
237.86	33.5	1	8	237.86	2.13	240.02	12	252.03	3.99	256.09	5.46	1	0	1	3	5	Imagine that you will get food poisoning
271.41	33.5	1	9	271.41	1.59	273.01	12	285.03	4.81	289.9	3.07	0	0	1	3	5	Imagine that you will catch one of your good friends stealing
304.96	33.5	1	10	304.96	1.04	306.01	12	318.03	1.65	319.75	5.76	1	1	0	4	6	Imagine that you will buy a car
338.51	33.5	1	11	338.51	0.49	339.01	12	351.03	2	353.1	1.2	0	1	1	5	5	Imagine that you will get good medical coverage at work
372.06	33.5	1	12	372.06	2.94	375.01	12	387.03	3.69	390.78	1.84	1	0	0	2	5	Imagine that there will be an infestation of bugs in your home
405.6	33.5	1	13	405.6	2.39	408.01	12	420.03	4.91	425	2.25	1	1	0	6	4	Imagine that you will find your dream job that pays well with good hours
439.15	33.5	1	14	439.15	1.84	441.01	12	453.02	1.6	454.69	1.2	0	1	0	6	6	Imagine that you will achieve a strong sense of self-worth
472.7	33.5	1	15	472.7	1.29	474	12	486.02	2.77	488.86	1.69	0	1	0	5	5	Imagine that you will fulfill a promise to your friend
506.25	33.5	1	16	506.25	0.74	507	12	519.02	2.94	522.02	3.55	0	0	0	2	4	Imagine that you will file for bankruptcy
