onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.07	33.5	2	1	3.07	2.93	6.02	12	18.06	4.62	22.77	1.33	1	1	0	6	7	Imagine that you will see your favorite band in concert
36.61	33.5	2	2	36.61	2.39	39.03	12	51.07	2.8	53.96	4.22	1	0	0	2	3	Imagine that there will be a natural disaster where you live
70.15	33.5	2	3	70.15	1.84	72.02	12	84.04	3.6	87.73	1.52	1	1	1	5	3	Imagine that you will buy a car
103.69	33.5	2	4	103.69	1.3	105.01	12	117.03	2.4	119.52	4.37	0	0	0	2	2	Imagine that you will catch one of your good friends stealing
137.23	33.5	2	5	137.23	0.76	138.02	12	150.04	4.24	154.36	1.85	0	1	0	5	1	Imagine that you will get good medical coverage at work
171.01	33.5	2	6	171.01	2.98	174.01	12	186.03	3.67	189.79	4.2	0	0	0	2	3	Imagine that you will be diagnosed with a rare disease
204.55	33.5	2	7	204.55	2.44	207	12	219.02	3.19	222.29	2.69	0	0	1	1	5	Imagine that you will file for bankruptcy
238.09	33.5	2	8	238.09	1.9	240.01	12	252.03	2.88	255	2.7	1	0	1	2	5	Imagine that you will encounter a crawling insect in your bedroom
271.63	33.5	2	9	271.63	1.35	273	12	285.02	2.63	287.74	1.17	0	1	1	6	3	Imagine that you will achieve a strong sense of self-worth
305.17	33.5	2	10	305.17	0.81	306	12	318.03	3.29	321.4	1.5	1	1	0	7	6	Imagine that you will go on a romantic getaway with your significant other
338.71	33.5	2	11	338.71	0.27	338.99	12	351.02	3.02	354.12	2.85	0	0	1	3	2	Imagine that you will get blamed for a hazardous accident
372.25	33.5	2	12	372.25	2.72	374.98	12	387.01	1.95	389.04	2.9	1	0	0	1	6	Imagine that you will get food poisoning
405.79	33.5	2	13	405.79	2.18	407.99	12	420.02	2.82	422.92	3.5	0	1	0	5	3	Imagine that you will cultivate lasting friendships at work
439.33	33.5	2	14	439.33	1.64	440.98	12	453.01	1.24	454.32	2.82	1	0	1	2	4	Imagine that there will be an infestation of bugs in your home
472.87	33.5	2	15	472.87	1.1	473.99	12	486.01	3.49	489.58	1.3	0	1	1	5	2	Imagine that you will fulfill a promise to your friend
506.41	33.5	2	16	506.41	0.55	506.98	12	519	2	521.09	3.19	1	1	1	7	5	Imagine that you will find your dream job that pays well with good hours
