onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.06	33.5	1	1	3.06	2.94	6.02	12	18.06	7.1	25.25	4.75	0	1	0	6	3	Imagine that you will win an award
36.62	33.5	1	2	36.62	2.38	39.02	12	51.07	5.89	57.04	5.79	0	0	0	2	5	Imagine that your place of employment will go out of business, and you have to find a new job
70.16	33.5	1	3	70.16	1.83	72.01	12	84.04	4.44	88.56	2.05	1	1	0	7	7	Imagine that you will start exercising regularly to promote health and vitality
103.7	33.5	1	4	103.7	1.29	105.02	12	117.05	2.32	119.45	3.19	0	1	0	6	6	Imagine that you will get your research published in a journal
137.24	33.5	1	5	137.24	0.75	138.01	12	150.04	4.27	154.39	3.28	1	0	0	4	5	Imagine that you will get stuck at a friend's house with screaming kids
170.84	33.5	1	6	170.84	0.15	171	12	183.04	2.35	185.48	5.2	1	0	1	2	6	Imagine that your car will break down when you're already running late
204.38	33.5	1	7	204.38	2.61	207.01	12	219.04	2.92	222.04	3.74	1	0	1	3	5	Imagine that you will get locked out of your house
237.92	33.5	1	8	237.92	2.07	240	12	252.03	1.63	253.74	2.55	0	1	1	5	5	Imagine that you will learn a lot about the world around you
271.46	33.5	1	9	271.46	1.52	272.99	12	285.02	4.07	289.17	4.24	1	1	1	5	2	Imagine that you will win the lottery
305	33.5	1	10	305	0.98	306	12	318.02	3.8	321.91	2.85	1	1	0	6	6	Imagine that you will make dinner for a potluck and everyone loves it
338.54	33.5	1	11	338.54	0.44	338.99	12	351.01	2.15	353.25	1.13	0	1	1	5	2	Imagine that you will make new friends
372.08	33.5	1	12	372.08	2.89	375	12	387.02	6.49	393.59	3.09	1	0	0	2	6	Imagine that you will lose your current home to a fire
405.62	33.5	1	13	405.62	2.35	407.99	12	420.03	2.12	422.23	1.48	1	1	1	7	7	Imagine that you will successfully complete a difficult project you've been working on
439.16	33.5	1	14	439.16	1.81	441	12	453.02	2.69	455.79	3.79	0	0	0	1	6	Imagine that you will put others in jeopardy because of your carelessness
472.7	33.5	1	15	472.7	1.27	473.99	12	486.01	3.32	489.41	3.35	0	0	1	3	2	Imagine that you will have an argument with your parents
506.24	33.5	1	16	506.24	0.72	506.98	12	519	2.74	521.82	3.82	0	0	1	1	4	Imagine that you will not be able to realize your full potential at work
