onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.07	33.5	1	1	3.07	2.93	6.02	12	18.06	3.49	21.63	2.02	1	1	1	7	7	Imagine that you will find your dream job that pays well with good hours
36.61	33.5	1	2	36.61	2.39	39.03	12	51.07	1.82	52.97	3.19	1	0	1	3	5	Imagine that there will be an infestation of bugs in your home
70.15	33.5	1	3	70.15	1.84	72.02	12	84.05	2.85	86.98	2	1	1	0	6	7	Imagine that you will see your favorite band in concert
103.69	33.5	1	4	103.69	1.3	105.01	12	117.04	5.47	122.59	2.17	1	1	1	5	2	Imagine that you will buy a car
137.23	33.5	1	5	137.23	0.76	138	12	150.02	2.49	152.59	2.19	0	0	0	1	7	Imagine that you will be diagnosed with a rare disease
170.77	33.5	1	6	170.77	0.22	171.01	12	183.03	2	185.12	2.38	1	0	0	3	7	Imagine that you will get food poisoning
204.31	33.5	1	7	204.31	2.67	207	12	219.02	3.79	222.89	1.58	0	0	0	1	6	Imagine that you will catch one of your good friends stealing
237.86	33.5	1	8	237.86	2.13	240.01	12	252.03	3.34	255.45	2.64	1	1	0	5	5	Imagine that you will go on a romantic getaway with your significant other
271.4	33.5	1	9	271.4	1.58	273	12	285.02	2.22	287.32	2.32	0	1	1	6	7	Imagine that you will fulfill a promise to your friend
304.94	33.5	1	10	304.94	1.04	306	12	318.03	3.5	321.61	1.77	0	1	0	5	1	Imagine that you will cultivate lasting friendships at work
338.48	33.5	1	11	338.48	0.5	338.99	12	351.02	2.65	353.75	3.05	1	0	0	3	6	Imagine that there will be a natural disaster where you live
372.02	33.5	1	12	372.02	2.96	374.99	12	387.01	2.02	389.11	1.55	0	1	1	7	7	Imagine that you will achieve a strong sense of self-worth
405.56	33.5	1	13	405.56	2.41	407.99	12	420.02	3.69	423.79	2.42	1	0	1	4	1	Imagine that you will encounter a crawling insect in your bedroom
439.1	33.5	1	14	439.1	1.87	440.98	12	453.01	3.24	456.33	1.52	0	0	1	1	1	Imagine that you will get blamed for a hazardous accident
472.64	33.5	1	15	472.64	1.33	473.99	12	486.02	3.27	489.37	1.55	0	0	1	4	1	Imagine that you will file for bankruptcy
506.18	33.5	1	16	506.18	0.78	506.98	12	519.01	2.02	521.11	1.93	0	1	0	6	1	Imagine that you will get good medical coverage at work
