onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	2	1	3.02	2.98	6	12	18.02	4.37	22.46	3.25	1	0	1	4	3	Imagine that you will get food poisoning
36.56	33.5	2	2	36.56	2.44	39.02	12	51.03	6.89	57.99	1.9	0	0	1	2	5	Imagine that you will catch one of your good friends stealing
70.11	33.5	2	3	70.11	1.89	72.02	12	84.03	7.08	91.18	6.56	0	0	0	2	3	Imagine that you will get blamed for a hazardous accident
103.66	33.5	2	4	103.66	1.34	105.01	12	117.03	7.09	124.19	1.5	1	1	1	5	4	Imagine that you will go on a romantic getaway with your significant other
137.21	33.5	2	5	137.21	0.79	138.01	12	150.03	5.81	155.9	2.19	1	0	0	2	6	Imagine that there will be an infestation of bugs in your home
170.76	33.5	2	6	170.76	0.24	171.01	12	183.03	4.84	187.93	2.94	0	1	0	4	4	Imagine that you will achieve a strong sense of self-worth
204.31	33.5	2	7	204.31	2.69	207.01	12	219.03	5.33	224.42	1.99	0	1	1	5	4	Imagine that you will get good medical coverage at work
237.86	33.5	2	8	237.86	2.14	240.01	12	252.03	7.09	259.19	3.09	1	0	1	2	4	Imagine that there will be a natural disaster where you live
271.4	33.5	2	9	271.4	1.6	273.01	12	285.02	2.55	287.64	3.59	1	1	0	7	5	Imagine that you will find your dream job that pays well with good hours
304.95	33.5	2	10	304.95	1.05	306	12	318.02	4.72	322.81	2.14	1	1	1	6	4	Imagine that you will see your favorite band in concert
338.5	33.5	2	11	338.5	0.5	339	12	351.02	3.42	354.51	3.17	1	1	0	4	4	Imagine that you will buy a car
372.05	33.5	2	12	372.05	2.95	375	12	387.02	3.49	390.58	2.04	1	0	0	2	5	Imagine that you will encounter a crawling insect in your bedroom
405.6	33.5	2	13	405.6	2.4	408	12	420.02	2.9	422.99	3.45	0	1	0	6	6	Imagine that you will fulfill a promise to your friend
439.15	33.5	2	14	439.15	1.85	441	12	453.02	2.39	455.47	3.81	0	0	0	3	2	Imagine that you will file for bankruptcy
472.69	33.5	2	15	472.69	1.3	474	12	486.01	5.32	491.41	2.34	0	0	1	2	5	Imagine that you will be diagnosed with a rare disease
506.24	33.5	2	16	506.24	0.75	506.99	12	519.01	4.14	523.22	2.15	0	1	1	5	3	Imagine that you will cultivate lasting friendships at work
