onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	2	1	3.02	2.98	6.01	12	18.02	4.36	22.45	3.61	1	0	0	1	7	Imagine that you will get locked out of your house
36.57	33.5	2	2	36.57	2.43	39	12	51.02	4.09	55.18	3.89	1	1	1	7	7	Imagine that you will start exercising regularly to promote health and vitality
70.12	33.5	2	3	70.12	1.88	72	12	84.02	6.79	90.88	4.22	1	0	1	1	6	Imagine that you will lose your current home to a fire
103.66	33.5	2	4	103.66	1.33	105.02	12	117.03	3.77	120.87	1.5	0	1	1	4	2	Imagine that you will get your research published in a journal
137.21	33.5	2	5	137.21	0.78	138.01	12	150.03	6.44	156.54	4.92	1	1	1	6	5	Imagine that you will make dinner for a potluck and everyone loves it
170.76	33.5	2	6	170.76	0.24	171.01	12	183.03	5.43	188.52	6.11	1	0	0	2	5	Imagine that your car will break down when you're already running late
204.31	33.5	2	7	204.31	2.69	207.01	12	219.03	2.29	221.39	4.24	1	1	0	5	3	Imagine that you will successfully complete a difficult project you've been working on
237.86	33.5	2	8	237.86	2.14	240.01	12	252.03	5.04	257.14	3.87	1	1	0	7	6	Imagine that you will win the lottery
271.41	33.5	2	9	271.41	1.59	273.01	12	285.03	3	288.1	1.62	0	1	0	4	2	Imagine that you will make new friends
304.96	33.5	2	10	304.96	1.04	306.01	12	318.02	2.64	320.73	2.07	0	0	1	1	4	Imagine that you will put others in jeopardy because of your carelessness
338.5	33.5	2	11	338.5	0.49	339.01	12	351.02	6.54	357.63	2.44	0	0	0	2	5	Imagine that you will have an argument with your parents
372.05	33.5	2	12	372.05	2.94	375.01	12	387.02	5.29	392.38	3.24	0	0	0	2	3	Imagine that you will not be able to realize your full potential at work
405.6	33.5	2	13	405.6	2.39	408.01	12	420.02	6.78	426.87	4.89	1	0	1	2	6	Imagine that you will get stuck at a friend's house with screaming kids
439.15	33.5	2	14	439.15	1.84	441	12	453.02	7.01	460.1	1.67	0	0	1	1	3	Imagine that your place of employment will go out of business, and you have to find a new job
472.7	33.5	2	15	472.7	1.29	474	12	486.02	4.26	490.34	1.92	0	1	0	4	1	Imagine that you will learn a lot about the world around you
506.25	33.5	2	16	506.25	0.74	507	12	519.02	7.09	526.18	7.09	0	1	1	5	4	Imagine that you will win an award
