onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	1	1	3.02	2.98	6.01	12	18.03	5.67	23.77	4.49	1	1	0	6	4	Imagine that you will buy a car
36.57	33.5	1	2	36.57	2.43	39.01	12	51.03	3.32	54.41	3.77	1	1	1	7	4	Imagine that you will go on a romantic getaway with your significant other
70.12	33.5	1	3	70.12	1.88	72.01	12	84.02	5.09	89.18	1.99	0	1	1	4	1	Imagine that you will cultivate lasting friendships at work
103.67	33.5	1	4	103.67	1.33	105	12	117.02	3.17	120.26	2.42	1	0	1	1	5	Imagine that you will get food poisoning
137.22	33.5	1	5	137.22	0.78	138	12	150.02	3.92	154.01	1.22	1	1	0	7	6	Imagine that you will find your dream job that pays well with good hours
170.77	33.5	1	6	170.77	0.23	171.02	12	183.03	2.7	185.8	1.74	0	1	0	5	1	Imagine that you will achieve a strong sense of self-worth
204.31	33.5	1	7	204.31	2.68	207	12	219.02	3.79	222.87	2.97	0	0	0	1	5	Imagine that you will file for bankruptcy
237.86	33.5	1	8	237.86	2.13	240.02	12	252.03	2.55	254.65	1.35	1	0	0	1	7	Imagine that there will be an infestation of bugs in your home
271.41	33.5	1	9	271.41	1.58	273.01	12	285.03	4.77	289.87	1.52	0	1	0	4	2	Imagine that you will fulfill a promise to your friend
304.96	33.5	1	10	304.96	1.04	306.01	12	318.03	3.66	321.75	2.14	0	0	1	1	1	Imagine that you will be diagnosed with a rare disease
338.51	33.5	1	11	338.51	0.49	339.01	12	351.03	4.74	355.83	2.15	0	0	1	2	5	Imagine that you will catch one of your good friends stealing
372.06	33.5	1	12	372.06	2.94	375.01	12	387.03	2.14	389.23	2.02	1	0	1	1	5	Imagine that there will be a natural disaster where you live
405.61	33.5	1	13	405.61	2.39	408.01	12	420.03	1.97	422.06	2.34	1	1	1	7	7	Imagine that you will see your favorite band in concert
439.15	33.5	1	14	439.15	1.84	441.01	12	453.02	2.94	456.03	1.84	0	0	0	1	2	Imagine that you will get blamed for a hazardous accident
472.7	33.5	1	15	472.7	1.29	474	12	486.02	2.96	489.04	2.02	1	0	0	1	7	Imagine that you will encounter a crawling insect in your bedroom
506.25	33.5	1	16	506.25	0.74	507	12	519.02	3.61	522.69	4.56	0	1	1	6	3	Imagine that you will get good medical coverage at work
