onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	4	1	3.02	2.98	6.01	12	18.03	2.37	20.46	1.32	1	1	0	7	7	Imagine that you will find your dream job that pays well with good hours
36.57	33.5	4	2	36.57	2.43	39.01	12	51.03	2.42	53.51	2.7	1	1	0	5	5	Imagine that you will buy a car
70.12	33.5	4	3	70.12	1.88	72.01	12	84.02	3.02	87.11	3.96	1	0	0	1	7	Imagine that there will be an infestation of bugs in your home
103.67	33.5	4	4	103.67	1.33	105	12	117.02	6.63	123.72	1.84	0	0	0	1	2	Imagine that you will file for bankruptcy
137.22	33.5	4	5	137.22	0.78	138	12	150.02	3.09	153.17	1.74	0	0	1	2	5	Imagine that you will be diagnosed with a rare disease
170.77	33.5	4	6	170.77	0.23	171	12	183.02	3.24	186.32	2.05	1	0	0	1	7	Imagine that you will encounter a crawling insect in your bedroom
204.32	33.5	4	7	204.32	2.68	207	12	219.02	3.62	222.71	2.89	1	1	1	7	7	Imagine that you will go on a romantic getaway with your significant other
237.86	33.5	4	8	237.86	2.13	240	12	252.02	3.1	255.19	2.57	0	0	0	3	1	Imagine that you will get blamed for a hazardous accident
271.41	33.5	4	9	271.41	1.58	273.01	12	285.03	2.84	287.94	1.57	0	1	1	7	6	Imagine that you will get good medical coverage at work
304.96	33.5	4	10	304.96	1.04	306.01	12	318.03	3	321.1	3.61	1	0	1	1	5	Imagine that you will get food poisoning
338.51	33.5	4	11	338.51	0.49	339.01	12	351.03	3.64	354.73	1.07	1	1	1	5	3	Imagine that you will see your favorite band in concert
372.06	33.5	4	12	372.06	2.94	375.01	12	387.03	2.02	389.11	3.12	1	0	1	1	4	Imagine that there will be a natural disaster where you live
405.61	33.5	4	13	405.61	2.39	408.01	12	420.03	3.82	423.92	1.63	0	1	0	7	3	Imagine that you will fulfill a promise to your friend
439.15	33.5	4	14	439.15	1.84	441.01	12	453.02	7.09	460.19	7.09	0	0	1	1	3	Imagine that you will catch one of your good friends stealing
472.7	33.5	4	15	472.7	1.29	474.01	12	486.02	2.29	488.38	2.02	0	1	0	7	6	Imagine that you will achieve a strong sense of self-worth
506.25	33.5	4	16	506.25	0.74	507	12	519.02	2.9	521.99	1.99	0	1	1	7	5	Imagine that you will cultivate lasting friendships at work
