onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.01	33.5	1	1	3.01	2.99	6.02	12	18.03	3.37	21.47	1.45	1	1	1	5	5	Imagine that you will go on a romantic getaway with your significant other
36.56	33.5	1	2	36.56	2.44	39.01	12	51.03	3.19	54.29	2.79	1	0	1	2	5	Imagine that you will get food poisoning
70.11	33.5	1	3	70.11	1.89	72.01	12	84.03	3.74	87.83	6.93	1	0	1	3	3	Imagine that there will be a natural disaster where you live
103.66	33.5	1	4	103.66	1.34	105.01	12	117.03	2.7	119.8	2.52	0	1	1	5	5	Imagine that you will get good medical coverage at work
137.21	33.5	1	5	137.21	0.79	138.01	12	150.02	2.27	152.36	1.75	0	1	0	6	6	Imagine that you will achieve a strong sense of self-worth
170.75	33.5	1	6	170.75	0.24	171.01	12	183.02	2.57	185.66	2.97	0	0	1	2	4	Imagine that you will be diagnosed with a rare disease
204.3	33.5	1	7	204.3	2.69	207.01	12	219.02	4.17	223.26	2.35	1	1	0	6	6	Imagine that you will find your dream job that pays well with good hours
237.85	33.5	1	8	237.85	2.14	240	12	252.02	3.91	255.99	2.87	1	0	0	3	5	Imagine that you will encounter a crawling insect in your bedroom
271.4	33.5	1	9	271.4	1.59	273	12	285.02	4.81	289.89	2.25	0	1	0	4	3	Imagine that you will fulfill a promise to your friend
304.95	33.5	1	10	304.95	1.04	306	12	318.02	2.84	320.92	4.39	0	0	1	3	4	Imagine that you will catch one of your good friends stealing
338.5	33.5	1	11	338.5	0.49	339	12	351.02	4.19	355.27	2.42	0	0	0	2	4	Imagine that you will file for bankruptcy
372.05	33.5	1	12	372.05	2.94	375	12	387.02	5.46	392.54	2.09	0	1	1	5	3	Imagine that you will cultivate lasting friendships at work
405.59	33.5	1	13	405.59	2.39	408	12	420.02	4.17	424.25	3.66	1	0	0	3	3	Imagine that there will be an infestation of bugs in your home
439.14	33.5	1	14	439.14	1.85	441.01	12	453.03	6.54	459.64	2.27	1	1	1	5	5	Imagine that you will see your favorite band in concert
472.69	33.5	1	15	472.69	1.3	474.01	12	486.03	4.09	490.18	2.39	0	0	0	2	4	Imagine that you will get blamed for a hazardous accident
506.24	33.5	1	16	506.24	0.75	507.01	12	519.03	2.95	522.05	1.42	1	1	0	5	5	Imagine that you will buy a car
