onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.01	33.5	3	1	3.01	2.99	6.02	12	18.03	3.24	21.34	4.02	0	0	1	2	4	Imagine that you will get blamed for a hazardous accident
36.56	33.5	3	2	36.56	2.44	39.01	12	51.03	2.82	53.92	3.5	1	0	1	4	7	Imagine that you will encounter a crawling insect in your bedroom
70.11	33.5	3	3	70.11	1.89	72.01	12	84.03	3.34	87.43	4.69	1	1	1	7	6	Imagine that you will buy a car
103.66	33.5	3	4	103.66	1.34	105.01	12	117.03	1.79	118.88	3.12	0	0	1	1	5	Imagine that you will file for bankruptcy
137.2	33.5	3	5	137.2	0.79	138.01	12	150.02	2.19	152.28	2.02	0	1	0	7	7	Imagine that you will get good medical coverage at work
170.75	33.5	3	6	170.75	0.24	171	12	183.02	1.77	184.86	1.97	1	1	0	7	7	Imagine that you will go on a romantic getaway with your significant other
204.3	33.5	3	7	204.3	2.69	207.01	12	219.02	1.13	220.23	6.29	0	1	1	7	4	Imagine that you will achieve a strong sense of self-worth
237.85	33.5	3	8	237.85	2.14	240	12	252.02	1.28	253.37	3.49	0	0	0	3	5	Imagine that you will catch one of your good friends stealing
271.4	33.5	3	9	271.4	1.6	273	12	285.02	1.87	286.96	1.25	0	1	0	6	5	Imagine that you will cultivate lasting friendships at work
304.95	33.5	3	10	304.95	1.05	306	12	318.02	2.52	320.6	2.1	1	1	1	7	2	Imagine that you will find your dream job that pays well with good hours
338.5	33.5	3	11	338.5	0.5	339	12	351.01	2.05	353.13	1.2	1	1	0	6	7	Imagine that you will see your favorite band in concert
372.05	33.5	3	12	372.05	2.95	375	12	387.02	3.37	390.46	6.84	1	0	1	1	5	Imagine that there will be an infestation of bugs in your home
405.59	33.5	3	13	405.59	2.4	408	12	420.01	2.47	422.55	1.49	0	1	1	7	6	Imagine that you will fulfill a promise to your friend
439.14	33.5	3	14	439.14	1.85	441.01	12	453.03	1.75	454.85	3.62	1	0	0	3	7	Imagine that you will get food poisoning
472.69	33.5	3	15	472.69	1.3	474.01	12	486.03	5.29	491.38	1.72	1	0	0	1	5	Imagine that there will be a natural disaster where you live
506.24	33.5	3	16	506.24	0.75	507.01	12	519.02	1.57	520.66	3.5	0	0	0	1	4	Imagine that you will be diagnosed with a rare disease
