onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	4	1	3.02	2.98	6	12	18.02	2.2	20.29	2.79	1	0	1	4	7	Imagine that you will get locked out of your house
36.56	33.5	4	2	36.56	2.44	39.02	12	51.04	2.44	53.54	3.44	0	0	0	1	3	Imagine that you will put others in jeopardy because of your carelessness
70.11	33.5	4	3	70.11	1.89	72.02	12	84.03	1.57	85.67	2.62	0	0	1	3	6	Imagine that you will not be able to realize your full potential at work
103.66	33.5	4	4	103.66	1.34	105.01	12	117.03	1.94	119.03	3.46	0	0	1	3	6	Imagine that you will have an argument with your parents
137.21	33.5	4	5	137.21	0.79	138.01	12	150.03	3.1	153.2	2.74	0	1	0	4	5	Imagine that you will get your research published in a journal
170.76	33.5	4	6	170.76	0.24	171.01	12	183.03	3.12	186.21	2.27	0	0	0	1	7	Imagine that your place of employment will go out of business, and you have to find a new job
204.31	33.5	4	7	204.31	2.69	207.01	12	219.03	2.04	221.13	3.27	1	0	0	4	6	Imagine that you will get stuck at a friend's house with screaming kids
237.86	33.5	4	8	237.86	2.14	240.01	12	252.03	1.42	253.51	0.97	1	1	0	5	6	Imagine that you will make dinner for a potluck and everyone loves it
271.4	33.5	4	9	271.4	1.59	273.01	12	285.02	3.82	288.91	3.81	0	1	1	6	2	Imagine that you will learn a lot about the world around you
304.95	33.5	4	10	304.95	1.04	306	12	318.02	1.84	319.92	2.1	1	0	0	1	6	Imagine that you will lose your current home to a fire
338.5	33.5	4	11	338.5	0.49	339	12	351.02	2.2	353.29	1.59	1	1	0	7	7	Imagine that you will start exercising regularly to promote health and vitality
372.05	33.5	4	12	372.05	2.94	375	12	387.02	3.64	390.73	2.67	1	0	1	3	5	Imagine that your car will break down when you're already running late
405.6	33.5	4	13	405.6	2.4	408	12	420.02	3.96	424.04	2.29	0	1	0	5	2	Imagine that you will win an award
439.15	33.5	4	14	439.15	1.84	441	12	453.02	1.74	454.82	2.22	1	1	1	7	7	Imagine that you will successfully complete a difficult project you've been working on
472.7	33.5	4	15	472.7	1.3	474	12	486.02	5.42	491.51	2.25	1	1	1	7	6	Imagine that you will win the lottery
506.24	33.5	4	16	506.24	0.75	507	12	519.01	1.24	520.31	3.71	0	1	1	5	5	Imagine that you will make new friends
