onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.07	33.5	3	1	3.07	2.93	6.01	12	18.05	4.59	22.72	3.74	0	0	1	5	6	Imagine that you will have an argument with your parents
36.62	33.5	3	2	36.62	2.38	39.02	12	51.06	3.1	54.25	2.74	1	0	0	3	4	Imagine that you will get stuck at a friend's house with screaming kids
70.16	33.5	3	3	70.16	1.84	72.01	12	84.04	4.49	88.61	3.9	1	0	1	2	6	Imagine that you will get locked out of your house
103.7	33.5	3	4	103.7	1.3	105.02	12	117.06	4.87	122.01	4.04	0	0	0	2	7	Imagine that your place of employment will go out of business, and you have to find a new job
137.24	33.5	3	5	137.24	0.75	138.01	12	150.03	5.09	155.2	4.99	0	0	1	2	7	Imagine that you will not be able to realize your full potential at work
170.78	33.5	3	6	170.78	0.21	171.02	12	183.04	3.4	186.53	4.2	1	0	1	1	7	Imagine that your car will break down when you're already running late
204.32	33.5	3	7	204.32	2.67	207.01	12	219.04	3.45	222.57	3.44	1	1	1	7	6	Imagine that you will win the lottery
237.87	33.5	3	8	237.87	2.12	240	12	252.03	5.1	257.21	4.12	0	1	1	6	6	Imagine that you will learn a lot about the world around you
271.41	33.5	3	9	271.41	1.58	273.01	12	285.04	3.37	288.49	5.1	1	1	0	7	6	Imagine that you will start exercising regularly to promote health and vitality
305.18	33.5	3	10	305.18	0.81	306	12	318.03	4.27	322.38	3.17	0	1	1	4	2	Imagine that you will make new friends
338.73	33.5	3	11	338.73	0.26	339.01	12	351.03	3.15	354.27	3.28	1	0	0	2	6	Imagine that you will lose your current home to a fire
372.27	33.5	3	12	372.27	2.72	375	12	387.03	3.95	391.06	3.08	0	0	0	3	5	Imagine that you will put others in jeopardy because of your carelessness
405.81	33.5	3	13	405.81	2.18	408.01	12	420.04	4.35	424.47	3.15	0	1	0	5	2	Imagine that you will win an award
439.35	33.5	3	14	439.35	1.63	441	12	453.03	2.45	455.56	5.15	0	1	0	5	6	Imagine that you will get your research published in a journal
472.89	33.5	3	15	472.89	1.09	473.99	12	486.02	6.86	492.96	4.09	1	1	0	5	1	Imagine that you will make dinner for a potluck and everyone loves it
506.43	33.5	3	16	506.43	0.55	507	12	519.04	3.79	522.91	3.75	1	1	1	6	4	Imagine that you will successfully complete a difficult project you've been working on
