onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.02	33.5	2	1	3.02	2.98	6.01	12	18.03	1.8	19.9	1.37	0	0	0	3	5	Imagine that your place of employment will go out of business, and you have to find a new job
36.57	33.5	2	2	36.57	2.43	39.01	12	51.03	1.64	52.73	1.25	1	1	0	6	7	Imagine that you will start exercising regularly to promote health and vitality
70.12	33.5	2	3	70.12	1.88	72.01	12	84.02	2.12	86.21	1.34	0	0	1	1	1	Imagine that you will have an argument with your parents
103.67	33.5	2	4	103.67	1.33	105	12	117.02	1.12	118.21	1.3	1	0	1	2	4	Imagine that your car will break down when you're already running late
137.22	33.5	2	5	137.22	0.78	138	12	150.02	0.92	151	1.03	1	0	0	3	4	Imagine that you will get stuck at a friend's house with screaming kids
170.77	33.5	2	6	170.77	0.23	171	12	183.02	0.92	184	3.94	0	0	1	3	4	Imagine that you will not be able to realize your full potential at work
204.31	33.5	2	7	204.31	2.68	207	12	219.02	1.85	220.94	1.87	1	1	1	7	7	Imagine that you will successfully complete a difficult project you've been working on
237.86	33.5	2	8	237.86	2.13	240	12	252.02	1.23	253.32	1.32	0	0	0	2	3	Imagine that you will put others in jeopardy because of your carelessness
271.41	33.5	2	9	271.41	1.59	273.01	12	285.03	1.58	286.68	2.14	0	1	0	6	2	Imagine that you will win an award
304.96	33.5	2	10	304.96	1.04	306.01	12	318.03	3.02	321.12	1.22	0	1	1	5	3	Imagine that you will learn a lot about the world around you
338.51	33.5	2	11	338.51	0.49	339.01	12	351.03	1.52	352.61	1.44	1	1	1	7	6	Imagine that you will win the lottery
372.06	33.5	2	12	372.06	2.94	375.01	12	387.03	1.45	388.55	0.98	0	1	1	7	6	Imagine that you will make new friends
405.61	33.5	2	13	405.61	2.39	408.01	12	420.03	0.8	420.89	2.79	1	0	1	2	4	Imagine that you will get locked out of your house
439.15	33.5	2	14	439.15	1.84	441.01	12	453.02	1.23	454.33	1.47	0	1	0	7	5	Imagine that you will get your research published in a journal
472.7	33.5	2	15	472.7	1.29	474	12	486.02	1.32	487.41	1.42	1	0	0	1	7	Imagine that you will lose your current home to a fire
506.25	33.5	2	16	506.25	0.74	507	12	519.02	1.49	520.57	2.44	1	1	0	6	6	Imagine that you will make dinner for a potluck and everyone loves it
