onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.07	33.5	4	1	3.07	2.93	6.02	12	18.06	2.15	20.29	4.05	0	0	1	2	4	Imagine that you will be diagnosed with a rare disease
36.62	33.5	4	2	36.62	2.38	39.03	12	51.05	3.75	54.89	3.15	1	1	0	5	4	Imagine that you will find your dream job that pays well with good hours
70.17	33.5	4	3	70.17	1.83	72.02	12	84.04	6.64	90.77	5.1	1	1	1	7	6	Imagine that you will go on a romantic getaway with your significant other
103.71	33.5	4	4	103.71	1.29	105.03	12	117.07	4.27	121.42	4.95	0	0	0	2	4	Imagine that you will file for bankruptcy
137.25	33.5	4	5	137.25	0.75	138.02	12	150.04	4.17	154.3	3.27	1	1	0	4	3	Imagine that you will buy a car
170.79	33.5	4	6	170.79	0.2	171.01	12	183.03	2.34	185.45	5.1	0	1	1	6	4	Imagine that you will cultivate lasting friendships at work
204.33	33.5	4	7	204.33	2.66	207.02	12	219.04	6.36	225.48	2.19	0	1	0	5	3	Imagine that you will fulfill a promise to your friend
237.88	33.5	4	8	237.88	2.12	240.01	12	252.04	6.57	258.69	2.63	1	0	1	3	2	Imagine that you will get food poisoning
271.42	33.5	4	9	271.42	1.57	273	12	285.03	3.64	288.75	1.38	0	1	0	7	7	Imagine that you will achieve a strong sense of self-worth
304.96	33.5	4	10	304.96	1.03	306.01	12	318.04	5.59	323.71	3.07	1	0	0	2	6	Imagine that there will be an infestation of bugs in your home
338.5	33.5	4	11	338.5	0.49	339	12	351.03	5.05	356.16	3.72	0	0	0	1	5	Imagine that you will get blamed for a hazardous accident
372.04	33.5	4	12	372.04	2.94	375.01	12	387.04	2.27	389.39	1.74	1	0	1	1	7	Imagine that there will be a natural disaster where you live
405.59	33.5	4	13	405.59	2.4	408	12	420.03	3.8	423.92	1.5	1	1	1	6	5	Imagine that you will see your favorite band in concert
439.13	33.5	4	14	439.13	1.86	441.01	12	453.04	4.19	457.31	2.49	1	0	0	3	6	Imagine that you will encounter a crawling insect in your bedroom
472.67	33.5	4	15	472.67	1.32	474	12	486.03	6.31	492.42	2.89	0	1	1	4	1	Imagine that you will get good medical coverage at work
506.21	33.5	4	16	506.21	0.77	506.99	12	519.02	4.92	524.02	2.43	0	0	1	2	4	Imagine that you will catch one of your good friends stealing
